,product_name,categories,destatis_category
306544,Soya light,"Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Plant-based beverages,Milk substitute,Plant milks,Legume milks,Non-sugared beverages,Soy milks","Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
306545,Soya Vanille,"Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Plant-based beverages,Milk substitute,Plant milks,Legume milks,Non-sugared beverages,Vanilla soy milks","Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
306546,Bio soya original,"Pflanzliche Lebensmittel und Getränke,Getränke,Pflanzliche Lebensmittel,Legumes and their products,Pflanzliche Getränke,Milchersatz,Pflanzenmilch,Legume milks,Sojamilch,Ungezuckerte Getränke","Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
306547,Riz Original,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:cereals-and-potatoes, en:cereals-and-their-products, en:dairies, en:plant-based-beverages, en:milk-substitute, en:plant-milks, en:cereal-milks, en:non-sugared-beverages, en:rice-milks, en:milks",Reis
306548,Alpro Hafer original,"Getränke,Ungezuckerte Getränke,Getreide und Getreideprodukte,Getreide und Kartoffeln,Getreidemilch,Getränke,Hafermilch,Milchersatz,Pflanzenmilch,Pflanzliche Getränke,Pflanzliche Lebensmittel,Pflanzliche Lebensmittel und Getränke,Ungezuckerte Getränke","Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
306550,Kokosnuss,Milchersatz,"Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
306558,Natur Ungesüßt,Joghurt,Joghurt
306571,"Alpro Framboise-Cranberry, Mûre","Dairies,Desserts,Non-dairy desserts,Yogurts,Non-dairy yogurts,Soy desserts,Soy milk yogurts,Fruit soy yogurts",Fruchtsojajoghurt
306575,Kokosnuss Choco Geschmack,"Beverages,Non-sugared beverages",Colagetränk
306577,Soya Cuisine,Sojamilch,"Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
306582,Alpro Go On Schwarze Johannisbeere,"Milchprodukte,Desserts,Non-dairy desserts,Joghurt,Non-dairy yogurts,Soy desserts,Sojajoghurt,Fruit soy yogurts",Joghurt
306603,Birne mit Zimt,"Milchprodukte,Desserts,Non-dairy desserts,Joghurt,Non-dairy yogurts,Soy desserts,Sojajoghurt",Fertigdessert
306605,Hafer Original,"Pflanzliche Lebensmittel und Getränke,Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Pflanzliche Getränke,Milchersatz,Pflanzenmilch,Getreidemilch,Ungezuckerte Getränke,Hafermilch",Haferflocken
306610,Hafer Calcium,"Pflanzliche Lebensmittel und Getränke,Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Pflanzliche Getränke,Milchersatz,Pflanzenmilch,Getreidemilch,Ungezuckerte Getränke,Hafermilch",Haferflocken
306612,,Sojamilch,"Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
306618,Soya Choco,,"Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
306639,Framboise,Biere,Colagetränk
306665,Luftgetrocknete Baguette-Salami hauchfein,"Fleisch,Prepared meats,fr:Saucissons,Salami","Salami, Zervelatwurst oder andere Dauerwurst"
306756,Kriek Original,"Beverages,Alcoholic beverages,Beers,Beers with fruits,Cherry beers,Flavored beers,Bières lambic",Colagetränk
306777,Barbãr au Miel,"Boissons,Boissons alcoolisées,Bières,Bières blondes,Bières fortes",Mineralwasser mit Kohlensäure
306832,Tahin Nature - Lima,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Brotaufstriche,Getreide und Kartoffeln,Getreide und Getreideprodukte,Pflanzliche Brotaufstriche,Oilseed purees,Cereal butters,Tahini","Getreideprodukt, vegetarisch oder vegan"
306875,Seitan,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Meat analogues,Seitan","Getreideprodukt, vegetarisch oder vegan"
306903,Corn maïs 100%,"Plant-based foods and beverages,Plant-based foods,Groceries,Cereals and potatoes,Cereals and their products,Breads,Puffed cereal cakes,Zwieback",Knäckebrot oder Zwieback
307429,SEASHELLS CARAMEL STICKPACK ,,Kekse
307550,Kinder Schoko-Bons,"Snacks sucrés,Confiseries,Chocolats au lait,Bonbons de chocolat",Pralinen
307642,Leberpastete mit Preiselbeeren,"Meats,Prepared meats,Sausages",Feinkostsalat auf Fleischbasis
307905,Rice Dream,,Reis
307973,,Pralinen,Pralinen
307979,Belgische Pralinen,Pralinen,Pralinen
308279,Coca-Cola,"en:carbonated-drinks, en:sodas, en:colas, en:sugared-beverages, en:beverages",Colagetränk
308306,Coca-Cola,"Getränke,Carbonated drinks,Erfrischungsgetränke,Cola,Sugared beverages",Colagetränk
308307,Coca-Cola light,"Getränke,Carbonated drinks,Erfrischungsgetränke,Cola,Sugared beverages",Colagetränk
308308,Coca-Cola light koffeinfrei,"Getränke,Kohlensäurehaltige Getränke,Erfrischungsgetränke,Cola,Gezuckerte Getränke",Colagetränk
308309,Fanta Orange,"Beverages,Non-sugared beverages,Sugared beverages",Colagetränk
308310,Sprite,"Boissons,Boissons gazeuses,Sodas,Boissons sucrées",Colagetränk
308311,Mezzo Mix,"Getränke,Carbonated drinks,Erfrischungsgetränke,Sugared beverages",Colagetränk
308318,Fanta Lemon,Erfrischungsgetränke,Koffeinfreie Limonade
308392,Fanta Mango Geschmack,"Getränke,Carbonated drinks,Erfrischungsgetränke,Sugared beverages",Colagetränk
308403,Life,,"Vitamintabletten, Magnesiumtabletten o.Ä."
308441,Sprite,Erfrischungsgetränke,Colagetränk
308457,Coca Cola Zero,"en:artificially-sweetened-beverages, en:carbonated-drinks, en:diet-beverages, en:sodas, en:diet-sodas, en:colas, en:diet-cola-soft-drink, en:sugared-beverages, en:beverages",Colagetränk
308466,Coca-Cola zero,"Getränke,Carbonated drinks,Erfrischungsgetränke,Colas,Sugared beverages",Colagetränk
308468,Coca-Cola zero,"Getränke,Carbonated drinks,Erfrischungsgetränke,Colas,Sugared beverages",Colagetränk
308469,Coca-Cola zero,"Getränke,Carbonated drinks,Erfrischungsgetränke,Cola,Sugared beverages",Colagetränk
308481,Fanta Orange Zero,"Boissons,Boissons gazeuses,Sodas,Boissons sucrées,Boissons,Boissons gazeuses,Boissons sucrées,Sodas light,Sodas à l'orange light",Colagetränk
308488,Vio BIO LIMO Orange,Limonaden,Koffeinfreie Limonade
308501,Coca-Cola light koffeinfrei,Cola,Colagetränk
308521,Coca-Cola zero koffeinfrei,"Getränke,Carbonated drinks,Erfrischungsgetränke,Colas,Sugared beverages",Colagetränk
308622,Coca-Cola,"Getränke,Carbonated drinks,Erfrischungsgetränke,Cola,Sugared beverages",Colagetränk
308634,Coca-Cola,Colas,Colagetränk
308642,Sprite,"Boissons,Boissons gazeuses,Sodas,Boissons sucrées",Colagetränk
308683,Pistazien,Pistazien,"Erdnüsse, Studentenfutter oder Ähnliches"
308744,"Eismann Junge-Erbsen, sehr fein",,Tiefgefrorener Spinat
309537,Manná - Sardinhas em Tomate Picante,"Seafood,Fishes,Sardines",Tiefgefrorene Meeresfrüchte
309595,GAIÃO Vinho Regional Alentejo,,Mineralwasser mit Kohlensäure
309749,Eismann Muttis Mini-Putenschnitzelpfanne,,Fertiggericht aus Fleisch oder Fisch
309896,Chocolate & Liquorice,Confectioneries,Bonbons
309967,Dänischer Fruchtaufstrich Orange,,"Marmelade, Konfitüre oder Gelee"
309994,Patria Halloumi,de:Käse,Weichkäse
310014,Ketchup,Ketchup,Tomatenketchup oder Gewürzketchup
310091,Bacon American Style,Bacon,"Roher Schinken, Schinkenspeck oder Bauchspeck"
310143,Organic Juicy Dates,Dates,Trockenobst
310153,Mild Salsa Dip,"Groceries,Saucen","Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
310164,Rumkugeln,Schokoladen,Pralinen
310170,Schoko & Stracciatella Muffins,"Sugary snacks,Biscuits and cakes,Desserts,Cakes,fr:Muffins au chocolat","Muffins, Waffeln oder andere Dauerbackwaren"
310192,Cider Mix Holunderblüte,,Colagetränk
310210,Arla Buko Basilikum,"Milchprodukte,Käse,Frischkäse",Frischkäse
310212,Arla Buko Barbecue,"Milchprodukte,Käse,Frischkäse",Frischkäse
310213,Schnittlauch-Ring,"Milchprodukte,Käse,Frischkäse",Frischkäse
310214,Pfeffer-Ring,"Milchprodukte,Käse,Frischkäse",Frischkäse
310216,Pizzakäse,Mozzarella,Hartkäse
310230,Zero Gravity,,Fertiggericht aus Fleisch oder Fisch
310249,Castello,"Milchprodukte,Käse,Weichkäse",Weichkäse
310256,,Biere,Mineralwasser mit Kohlensäure
310257,,"Beverages,Alcoholic beverages,Beers",Colagetränk
310266,Somersby Pear Cider,"Cider,Apfelweine",Colagetränk
310292,Canaja Rosso Veronese,"Getränke,Alkoholische Getränke,Weine,Roteweine,it:Provincia di Verona",Weintrauben
310294,Arla Buko Der Sahnige,"Milchprodukte,Käse,Frischkäse",Frischkäse
310295,Arla Buko Pikante Kräuter,Frischkäse,Frischkäse
310296,Arla Buko Balance,"Milchprodukte,Käse,Frischkäse",Frischkäse
310304,Arla Buko Garten-Kräuter,Frischkäse,Frischkäse
310306,Finello Light,"Milchprodukte,Käse,Grated Cheese",Hartkäse
310308,Arla Buko Typ Toskana,Frischkäse,Frischkäse
310310,Kærgården gesalzen,"Spreads,Streichfette,Mischfette,Mischstreichfett",Margarine oder Pflanzenfett
310311,Kærgården ungesalzen,Mischstreichfett,Margarine oder Pflanzenfett
310312,Arla Buko Typ India,"Milchprodukte,Käse,Frischkäse",Frischkäse
310313,Arla Buko Verfeinert mit mildem Ziegenkäse,"Milchprodukte,Käse,Frischkäse",Frischkäse
310314,Danablu,Käse,Weichkäse
310319,Finello Gratinkäse,"Milchprodukte,Käse,Grated Cheese",Hartkäse
310320,Pizzakäse,"Milchprodukte,Käse,Italienischer Käse,Grated cheese,Mozzarellas",Käse
310322,Kærgården Balance ungesalzen,Mischstreichfett,Margarine oder Pflanzenfett
310326,Arla Rahmkäse - Bärlauch,"Dairies,Cheeses,de:Rahmkäse",Weichkäse
310327,Caramel Macchiato,en:Coffee drink,Colagetränk
310328,Seattle Latte,"Boissons,Produits laitiers,Boissons lactées,Coffee drinks,Boissons lactées au café,Boissons non sucrées,Boissons sucrées",Kaffeepads oder Kaffeekapseln
310334,Arla Buko Frühlings-Zwiebeln,Frischkäse,Frischkäse
310343,Sweet n' Raw Kakao og Chia,Fruchtbasierte Lebensmittel,"Getreideprodukt, vegetarisch oder vegan"
310350,Bacon in Scheiben,"Fleisch,Pork,Bacon","Roher Schinken, Schinkenspeck oder Bauchspeck"
310509,Schweinefleisch in eigenen Saft,"Fleisch,Pork",Gekochter Schinken oder anderes gegartes Fleisch
310580,Sałatka jarzynowa domowa,,Verzehrfertige Salate
310617,Orange & Dark Chocolate,"Süßwaren,Schokoladen",Schokoladentafel
310696,Milky Way,"Süßwaren,Confectioneries,Bars,Schokoriegel",Riegel oder andere Erzeugnisse aus Schokolade
310706,m&m's chocolate,"Süßwaren,Schokoladen",Schokoladentafel
310722,m&m's Mix,Schokoladen,Schokoladentafel
310876,Sałatka a'la domowa jarzynowa,,Verzehrfertige Salate
310877,Ogórki Konserwowe latosie,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fresh foods,Frucht- und gemüsebasierte Lebensmittel,Fresh plant-based foods,Gemüsebasierte Lebensmittel,Fresh vegetables,Gurken",Gurkenkonserve
311052,Delikatess Kochhinterschinken,,Gekochter Schinken oder anderes gegartes Fleisch
311064,Dark & Hazelnuts,Schokoladen,Schokoladentafel
311249,Paprikacreme,,"Gemüseprodukt, vegetarisch oder vegan"
311301,Soba Thai,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Nouilles,Nouilles instantanées",Nudeln
311306,Slims Zartbitter,"Süßwaren,Biscuits and cakes,Schokoladen,Kekse",Kekse
311322,Echt ungarische Salami,Salami,"Salami, Zervelatwurst oder andere Dauerwurst"
311330,Tarpa Zwetschgenmus,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frühstücke,Spreads,Plant-based spreads,Sweet spreads,Konfitüren und Marmeladen","Marmelade, Konfitüre oder Gelee"
311331,Sauerkirschmus mit Akazienhonig,Cherry jams,"Marmelade, Konfitüre oder Gelee"
311457,zero bar chocolate-hazelnut flavoured,,Riegel oder andere Erzeugnisse aus Schokolade
311607,Pflanzliche Pastete,Plant-based spreads,"Gemüseprodukt, vegetarisch oder vegan"
311610,,Protein bread,Körnerbrot oder Vollkornbrot
311641,Kernlose Tafeltrauben,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fruits and vegetables based foods,Fruits based foods,Früchte,Weintrauben,Grüne Weintrauben,Kernlose Weintrauben,Grüne kernlose Weintrauben",Weintrauben
311676,Kernlose Tafeltrauben,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frucht- und gemüsebasierte Lebensmittel,Fruchtbasierte Lebensmittel,Früchte,Weintrauben,Kernlose Weintrauben,Weiße kernlose Weintrauben",Weintrauben
311678,Whiskey,,Mineralwasser mit Kohlensäure
312370,Biodynamische Datteln,Datteln,Trockenobst
312513,Hommus with Tahina,Hummus,"Gemüseprodukt, vegetarisch oder vegan"
312833,Finn Crisp Mehrkorn,Brote,Körnerbrot oder Vollkornbrot
312905,Condimento Balsamico Bianco,"Essige,Aceto balsamico",Essig
313176,Eismann Königsmuschel Meeresbrise,,Tiefgefrorene Meeresfrüchte
313316,Soba,Nudeln,Nudeln
313362,Preserved Beancurd in Chilli Oil,,"Gemüseprodukt, vegetarisch oder vegan"
313363,Crispy Chili in Oil,Spicies,Gewürze
313394,Shiitake,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Dried products,Dried plant-based foods,Mushrooms and their products,Dried mushrooms,Dried shiitake mushrooms","Gemüseprodukt, vegetarisch oder vegan"
313396,Shiquanshimei,,Nudeln
313471,Getrocknete Purpurtang,,"Gemüseprodukt, vegetarisch oder vegan"
313602,White Garlic,Knoblauch,"Zwiebeln, Knoblauch oder Ähnliches"
313608,Quck Cooking Noodles,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Nudeln",Nudeln
313644,Eierlikör-Ostereier,"Sugary snacks,Schokoladen,Osterschokoladen,Schokoladeneier",Schokoladentafel
313649,Country Cheddar Scheiben,Cheddar,Hartkäse
313653,Fein geräuchertes Putenfleisch,"Fleisch,Prepared meats,Würste",Gekochter Schinken oder anderes gegartes Fleisch
313664,Gemüse Chips Schwarzer Pfeffer & Meersalz,Chips and fries,Kartoffelchips oder Kartoffelsticks
313682,Rœkt Œrret,,Räucherfisch
313832,München Hell,"Getränke,Alkoholische Getränke,Biere,Beers from Germany,Lagers",Colagetränk
314077,Gewara Cola,Cola,Colagetränk
314078,,"Fisch und Meeresfrüchte,Fisch,Lachs","Kabeljau oder Lachs, frisch oder gekühlt"
314082,I love Milka Erdbeer-Crème,"Süßwaren,Schokoladen",Schokoladentafel
314250,Vegetarische Filet-Streifen,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Meat analogues","Getreideprodukt, vegetarisch oder vegan"
314286,Falafel,"Plant-based foods and beverages,Plant-based foods,Meals,Plant-based meals,Falafel","Getreideprodukt, vegetarisch oder vegan"
314350,Vollkorn,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads",Körnerbrot oder Vollkornbrot
314351,Rustikal,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads",Knäckebrot oder Zwieback
314353,,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrot",Knäckebrot oder Zwieback
314356,,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads",Knäckebrot oder Zwieback
314358,Mjölk,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads",Vollmilch
314359,Mjölk,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrot","Getreideprodukt, vegetarisch oder vegan"
314363,,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads",Knäckebrot oder Zwieback
314367,Sandwich Cheese & Chives,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads,Sandwich","Sandwich, Wrap oder Ähnliches"
314369,Sesame & Sea Salt,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Tartines craquantes",Knäckebrot oder Zwieback
314370,Delicate Crisp Rosemary & Sea Salt,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads",Knäckebrot oder Zwieback
314372,Roggen Dünn,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrot",Knäckebrot oder Zwieback
314373,,Crispbreads,Knäckebrot oder Zwieback
314374,Cheese Tomato & Basil,,Frischkäse
314375,Sheese & French Herbs,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrot",Knäckebrot oder Zwieback
314377,Ballaststoffe,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads","Getreideprodukt, vegetarisch oder vegan"
314379,Roggen,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads",Körnerbrot oder Vollkornbrot
314381,,Crispbreads,Knäckebrot oder Zwieback
314382,Sesam,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrot",Knäckebrot oder Zwieback
314385,Original Crisp,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrot,Roggenbrote",Knäckebrot oder Zwieback
314387,,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrot",Knäckebrot oder Zwieback
314389,French herbs,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote,Knäckebrot",Knäckebrot oder Zwieback
314438,Kick Sea Salt,"Snacks sucrés,Confiseries,Bonbons,Réglisses salées",Salzgebäck
314576,Soft Bröd,,Brötchen zum Fertigbacken
314592,Kalles Original,"Brotaufstriche,Salted spreads,Caviars",Brotaufstrich auf Nougatbasis
314593,Kalles Original,Caviars,Fischkonserve
314606,Sweet Chili Sauce,Saucen,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
314663,Schokoladen-Torte mit knusprigem Karamell,"Süßwaren,Biscuits and cakes","Kuchen, Torte oder Tortenboden, frisch"
314664,Schokoladen-Torte,"Süßwaren,Biscuits and cakes,Desserts,Cakes,Chocolate cakes","Kuchen, Torte oder Tortenboden, frisch"
314677,Havre Flarn,Kekse,Kekse
314763,Hafertaler,Kekse,Kekse
314805,Minimajs,,"Gemüseprodukt, vegetarisch oder vegan"
314882,Humble Brush,Bathroom,"Getreideprodukt, vegetarisch oder vegan"
314927,The original OAT-LY,Boisson à base d'avoine,Haferflocken
314947,Eismann Lachs-Lasagne,,Fertiggericht aus Fleisch oder Fisch
314973,Hitchcock Zitronensaft,,Orangensaft oder ähnlicher Fruchtsaft
315132,Stickado Walnuss,"Fleisch,Prepared meats,Würste",Wurstaufschnitt
315450,Eismann Tomatensuppe,,Fertigsuppe im Beutel oder Instantbrühe
315581,torino,Schokolade,Schokoladentafel
315593,Ragusa Classique,Schokolade,Schokoladentafel
315631,Swiss BabyMüesli,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frühstücke,Getreide und Kartoffeln,Getreide und Getreideprodukte,Frühstückscerealien,Flakes,Frühstücksflocken,Mixed cereal flakes,Müslis,Ab dem 9. Monat","Cornflakes, Müsli oder Ähnliches"
315901,Kägi fret Classic,Waffeln,"Muffins, Waffeln oder andere Dauerbackwaren"
317055,Schabziger Stöckli,Käse,Hartkäse
317194,Viande séchée des Grisons,fr:Viande séchée des Grisons,"Salami, Zervelatwurst oder andere Dauerwurst"
317217,Beurre de cacahouète ,,"Erdnüsse, Studentenfutter oder Ähnliches"
317308,Original Schweizer Kräuterbonbons Sanddorn-Orange,Bonbons,Bonbons
317348,Lindor Milch,"Sugary snacks,Schokoladen,Schweizer Schokoladen,Milchschokoladen",Schokoladentafel
317395,Mousse Au Chocolat Milch,Schokolade,Fertigdessert
317396,Mousse au Chocolat Noisette,Schokolade,Fertigdessert
317404,Chili Feinherb,"Sugary snacks,Schokoladen",Riegel oder andere Erzeugnisse aus Schokolade
317721,Soyananda,,"Getreideprodukt, vegetarisch oder vegan"
317808,Schweizer Kräuterzucker,Bonbons,Bonbons
317822,Kräuter Original,Bonbons,Bonbons
317833,Salbei,Bonbons,Bonbons
317841,Fleurs de sureau,"Süßwaren,Confectioneries,Bonbons",Bonbons
317870,Ricola extra stark,Bonbons,Bonbons
317882,Ricola Alpen Salbei,Bonbons,Bonbons
317888,Ricola Kräuter Original,"Sugary snacks,Confectioneries,Bonbons",Bonbons
317889,Zitronenmelisse,Bonbons,Bonbons
317919,Bio Gourmet Veggie Bratwurst,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Meat analogues,Vegetarian sausages","Vitamintabletten, Magnesiumtabletten o.Ä."
319863,FINI Bio Getreidekaffee-Extrakt Kaffee-Ersatz,"getreidekaffee,Malzkaffee","Getreideprodukt, vegetarisch oder vegan"
319924,Emmi Raclette Scheiben Classique,Raclettekäse,Hartkäse
319950,Vollkorn Pfirsich,"Milchprodukte,Joghurt,Fruchtjoghurt,Peach yogurts",Joghurt
319951,Der Vollkorn Erdbeere Joghurt,Erdbeerjoghurt,Joghurt
319985,13 Feine Delikate Scheiben kräftig-würzig,"Milchprodukte,Käse",Hartkäse
320790,Vanille,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Groceries,Condiments,Gewürze,Vanille",Gewürze
320826,Caotina original,Chocolats en poudre,Kakaopulver oder Ähnliches
320829,Ovomaltine crunchy cream,Brotaufstriche,Brotaufstrich auf Nougatbasis
320849,Ovolino,"Sugary snacks,Bars,Confectioneries,Schokoriegel",Riegel oder andere Erzeugnisse aus Schokolade
320851,Ovomaltine,Kakaopulver,Kakaopulver oder Ähnliches
320856,Caotina noir,,Schokoladentafel
320857,Ovomaltine Crunchy,"Brotaufstriche,Frühstücke,Süße Brotaufstriche,Pâtes à tartiner,Nougatcremes",Brotaufstrich auf Nougatbasis
320890,Hojiblanca,Whole marinated green olives,"Antipasti auf Gemüsebasis, ohne Oliven"
321042,Maggi Geschnetzeltes Zürcher Art,,Fertiggericht aus Fleisch oder Fisch
321043,Gebratene Nudeln Ente,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Nudeln",Nudeln
321044,,Dried meals,Nudelfertiggericht
321046,Reis Djuveč-Art,"Meals,Fertiggerichte",Reiszubereitung
321049,Hackbraten mit würziger Zwiebelnote,"Dried products,Meals,Dried meals",Fertiggericht aus Fleisch oder Fisch
321051,Bauern-Topf mit Hackfleisch,"Dried products,Meals,Dried meals",Fertiggericht aus Fleisch oder Fisch
321052,Rahm Champignons,Dried meals,Fertiggericht aus Fleisch oder Fisch
321054,Schinken-Hack Röllchen,Dried meals,Fertiggericht aus Fleisch oder Fisch
321123,Cheerios Multi,Frühstückscerealien,"Cornflakes, Müsli oder Ähnliches"
321129,Bio-Gemüsebrühe,Gemüsebrühen,Fertigsuppe im Beutel oder Instantbrühe
321234,Snack Erdnuss,Schokoriegel,Riegel oder andere Erzeugnisse aus Schokolade
321239,Currywurst,Dried meals,Fertiggericht aus Fleisch oder Fisch
321299,Nesquik,Kakaopulver,Kakaopulver oder Ähnliches
321342,Nescafé Typ Cappuccino weniger süß,Instant hot beverages,Instantkaffee oder Ähnliches
321353,Pesto all'arrabbiata,"Groceries,Saucen,Nudelsoßen,Pestos","Soßenpulver, Soßenbinder oder Ähnliches"
321354,Lion,"Snacks sucrés,Confiseries,Barres,Barres chocolatées",Riegel oder andere Erzeugnisse aus Schokolade
321357,Lion White,"Sugary snacks,Bars,Confectioneries,Schokoriegel",Riegel oder andere Erzeugnisse aus Schokolade
321411,KitKat Chunky,"Sugary snacks,Bars,Confectioneries,Schokoriegel",Riegel oder andere Erzeugnisse aus Schokolade
321412,NaturNes Pure Birne,"Babynahrung,Nach dem 4. Monat",Fertignahrung für Säuglinge oder Kleinkinder
321414,Rahmgemüse mit Reis und Pute,"Babynahrung,Ab dem 8. Monat",Fertignahrung für Säuglinge oder Kleinkinder
321433,Vanilla Chocolate,"Desserts,Tiefkühlprodukte,Tiefkühl-Desserts,Speiseeis und Sorbets,Speiseeis",Fertigdessert
321635,Nesquick,fr:Chocolats en poudre,Kakaopulver oder Ähnliches
321678,Maggi Curry sauce,Curry sauce,"Soßenpulver, Soßenbinder oder Ähnliches"
321679,Jäger-Rahm Sauce,,"Soßenpulver, Soßenbinder oder Ähnliches"
321694,Fürst Pückler Art,"Desserts,Tiefkühlprodukte,Tiefkühl-Desserts,Speiseeis und Sorbets,Speiseeis",Speiseeis
321717,Hack-Lauch Pfanne mit Nudeln,Dried meals,Nudelfertiggericht
321811,Die Backfrische Spargel Schinken mit Frühlingszwiebeln,"Tiefkühlprodukte,Tiefkühlpizza,Frozen pizzas and pies","Pizza, Quiches oder Ähnliches"
321813,Nescafé Double Choc Typ Cappucino,"Getränke,Kaffeegetränke,Non-sugared beverages",Kaffeepads oder Kaffeekapseln
321833,Ananas Dessertwürfel,Ananas,Tiefgefrorenes Obst
321834,Frucht-Cocktail natursüß,,Tiefgefrorenes Obst
321835,Pfirsiche natursüß,,"Pfirsiche, Kirschen o.a. Stein- oder Kernobst"
321940,Maggi Jäger-Spätzle,,Nudelfertiggericht
322004,Steinofen Pizza Spinat,"Tiefkühlprodukte,Meals,Pizzas pies and quiches,Tiefkühlpizza,Frozen pizzas and pies","Pizza, Quiches oder Ähnliches"
322037,Kräuter & Bouillon,Brühwürfel,Gewürze
322085,Smarties Mini,"Sugary snacks,Chocolates,Milk chocolates,fr:Bonbons de chocolat",Pralinen
322138,,"Tiefkühlprodukte,Tiefkühlpizza,Frozen pizzas and pies","Pizza, Quiches oder Ähnliches"
322151,Hörnchennudel Suppe,"Hörnchennudel Suppe,Suppe",Fertigsuppe im Beutel oder Instantbrühe
322170,Caro,"Getränke,Hot beverages,Kaffees,Instant hot beverages,Lösliche Kaffees,Ungezuckerte Getränke",Instantkaffee oder Ähnliches
322179,Rustipani Salami,,"Salami, Zervelatwurst oder andere Dauerwurst"
322180,Rustipani Geräucherter Käse,Plats préparés réfrigérés,Weichkäse
322186,Winterliche Gemüsesuppe,Dried meals,Fertigsuppe im Beutel oder Instantbrühe
322190,Cannelloni mit Hackfleisch,"Dried products,Meals,Dried meals",Nudelfertiggericht
322191,Gratinierte Schweinemedaillon,Dried meals,Fertiggericht aus Fleisch oder Fisch
322199,Spaghetti Bolognese,,Nudelfertiggericht
322318,Kartoffel Cratin cremig & würzig,"Dried products,Meals,Dried meals",Kartoffeln
322396,Seelachs in Kräuter-Sahne,Dried meals,Tiefgefrorenes Fischfilet
322397,Maggi Jäger-Sahne Schnitzel,,Fertiggericht aus Fleisch oder Fisch
322399,Maggi Rahm Geschnetzeltes,,Fertiggericht aus Fleisch oder Fisch
